organizationid,organizationname,locationid,locationname,catalogid,catalogname,menuitemid,menuitemname,item_class_type,modifiergroupid,modifiergroupname,modifierid,modifiername,modifier_class_type,is_modifier_default,min_quantity,max_quantity,allow_quantity_increment,increment_step,modifier_default_quantity,is_modifier_invisible,calories,price,is_modifier_active,is_modifier_deleted,modifier_created_on,modifier_modified_on,sysinserttime
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-59548cb0-dd19-470a-afb7-f5f43bee1979,30pc Corn Dog Nuggets,0,modgrp-cecb37b7-c8bd-47ba-92f3-d543cafcebe7,*Pick 2 Side Sauce,modfr-b286d49a-7dca-411a-824f-016be46ee189,Fry Sauce,0,False,0,7,True,NULL,NULL,False,,0.5000,True,False,2025-08-22 06:57:39.012658,2025-08-22 06:57:39.012658,2026-06-21 12:58:50.66649
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-59548cb0-dd19-470a-afb7-f5f43bee1979,30pc Corn Dog Nuggets,0,modgrp-cecb37b7-c8bd-47ba-92f3-d543cafcebe7,*Pick 2 Side Sauce,modfr-b758430e-3ccf-437f-b95a-fbac4315d3dc,Mayo Pkt,0,False,0,7,True,NULL,NULL,False,,NULL,True,False,2025-08-22 06:57:39.012656,2025-08-22 06:57:39.012656,2026-06-21 12:58:50.66649
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-59548cb0-dd19-470a-afb7-f5f43bee1979,30pc Corn Dog Nuggets,0,modgrp-cecb37b7-c8bd-47ba-92f3-d543cafcebe7,*Pick 2 Side Sauce,modfr-c2a93153-69be-4086-a9a3-330b1276b6e8,3 Pepper Fire Sauce,0,False,0,7,True,NULL,NULL,False,,0.2500,True,False,2025-08-22 06:57:39.01266,2025-08-22 06:57:39.01266,2026-06-21 12:58:50.66649
org-2ad9799e-2df3-4ebb-9563-8772f5638552,Rohan's Org,loc-9dd1eaea-e264-4d51-bffb-1abdc65e3fff,Upsell Testing,catlg-e77cf90f-2b34-4aa0-9eb6-642bef1ac285,Upsell Testing Catalog,itm-c4031adb-3c58-4024-8910-9cd2c6d46718,Large Sriracha Cheese Curds (Combo Upgrade Price),0,modgrp-794dfe86-a9b3-4024-a381-90c6b7601221,Chkn & Seafood Food Modifiers,modfr-82b6b3ec-94ac-4756-ad26-c447ac9f82d9,Bacon,0,False,0,99,True,NULL,NULL,False,,1.0000,True,False,2025-10-23 16:17:40.406244,2025-10-23 16:17:40.406244,2026-06-21 12:57:39.586627
org-2ad9799e-2df3-4ebb-9563-8772f5638552,Rohan's Org,loc-9dd1eaea-e264-4d51-bffb-1abdc65e3fff,Upsell Testing,catlg-e77cf90f-2b34-4aa0-9eb6-642bef1ac285,Upsell Testing Catalog,itm-c4031adb-3c58-4024-8910-9cd2c6d46718,Large Sriracha Cheese Curds (Combo Upgrade Price),0,modgrp-794dfe86-a9b3-4024-a381-90c6b7601221,Chkn & Seafood Food Modifiers,modfr-86848405-c74f-4ff1-8e28-69ea1812d9fa,American Chz,0,False,0,99,True,NULL,NULL,False,,0.5000,True,False,2025-10-23 16:17:40.406244,2025-10-23 16:17:40.406244,2026-06-21 12:57:39.586627
org-2ad9799e-2df3-4ebb-9563-8772f5638552,Rohan's Org,loc-9dd1eaea-e264-4d51-bffb-1abdc65e3fff,Upsell Testing,catlg-e77cf90f-2b34-4aa0-9eb6-642bef1ac285,Upsell Testing Catalog,itm-c4031adb-3c58-4024-8910-9cd2c6d46718,Large Sriracha Cheese Curds (Combo Upgrade Price),0,modgrp-794dfe86-a9b3-4024-a381-90c6b7601221,Chkn & Seafood Food Modifiers,modfr-9201a668-d5bc-41cf-9f8a-e3ae97f3a5e1,Relish,0,False,0,99,True,NULL,NULL,False,,NULL,True,False,2025-10-23 16:17:40.406244,2025-10-23 16:17:40.406244,2026-06-21 12:57:39.586627
org-2ad9799e-2df3-4ebb-9563-8772f5638552,Rohan's Org,loc-9dd1eaea-e264-4d51-bffb-1abdc65e3fff,Upsell Testing,catlg-e77cf90f-2b34-4aa0-9eb6-642bef1ac285,Upsell Testing Catalog,itm-c4031adb-3c58-4024-8910-9cd2c6d46718,Large Sriracha Cheese Curds (Combo Upgrade Price),0,modgrp-794dfe86-a9b3-4024-a381-90c6b7601221,Chkn & Seafood Food Modifiers,modfr-939ca2a1-c244-4d48-8b59-2d2e03a285f3,Cheese,0,False,0,99,True,NULL,NULL,False,,0.5000,True,False,2025-10-23 16:17:40.406244,2025-10-23 16:17:40.406244,2026-06-21 12:57:39.586627
org-2ad9799e-2df3-4ebb-9563-8772f5638552,Rohan's Org,loc-9dd1eaea-e264-4d51-bffb-1abdc65e3fff,Upsell Testing,catlg-e77cf90f-2b34-4aa0-9eb6-642bef1ac285,Upsell Testing Catalog,itm-c4031adb-3c58-4024-8910-9cd2c6d46718,Large Sriracha Cheese Curds (Combo Upgrade Price),0,modgrp-794dfe86-a9b3-4024-a381-90c6b7601221,Chkn & Seafood Food Modifiers,modfr-9ac481a7-2b43-4e4a-b1bf-d153299d66d3,Sweet Relish ,0,False,0,99,True,NULL,NULL,False,,NULL,True,False,2025-10-23 16:17:40.406244,2025-10-23 16:17:40.406244,2026-06-21 12:57:39.586627
org-2ad9799e-2df3-4ebb-9563-8772f5638552,Rohan's Org,loc-9dd1eaea-e264-4d51-bffb-1abdc65e3fff,Upsell Testing,catlg-e77cf90f-2b34-4aa0-9eb6-642bef1ac285,Upsell Testing Catalog,itm-c4031adb-3c58-4024-8910-9cd2c6d46718,Large Sriracha Cheese Curds (Combo Upgrade Price),0,modgrp-794dfe86-a9b3-4024-a381-90c6b7601221,Chkn & Seafood Food Modifiers,modfr-a23a330b-7bb8-425a-a98f-e153d9a39071,Fat Free Ranch,0,False,0,99,True,NULL,NULL,False,,0.3500,True,False,2025-10-23 16:17:40.406244,2025-10-23 16:17:40.406244,2026-06-21 12:57:39.586627
org-2ad9799e-2df3-4ebb-9563-8772f5638552,Rohan's Org,loc-9dd1eaea-e264-4d51-bffb-1abdc65e3fff,Upsell Testing,catlg-e77cf90f-2b34-4aa0-9eb6-642bef1ac285,Upsell Testing Catalog,itm-c4031adb-3c58-4024-8910-9cd2c6d46718,Large Sriracha Cheese Curds (Combo Upgrade Price),0,modgrp-794dfe86-a9b3-4024-a381-90c6b7601221,Chkn & Seafood Food Modifiers,modfr-a4fba93b-f205-472f-b42a-62b948cf15ef,Grilled Onions,0,False,0,99,True,NULL,NULL,False,,0.5000,True,False,2025-10-23 16:17:40.406244,2025-10-23 16:17:40.406244,2026-06-21 12:57:39.586627
org-2ad9799e-2df3-4ebb-9563-8772f5638552,Rohan's Org,loc-9dd1eaea-e264-4d51-bffb-1abdc65e3fff,Upsell Testing,catlg-e77cf90f-2b34-4aa0-9eb6-642bef1ac285,Upsell Testing Catalog,itm-c4031adb-3c58-4024-8910-9cd2c6d46718,Large Sriracha Cheese Curds (Combo Upgrade Price),0,modgrp-794dfe86-a9b3-4024-a381-90c6b7601221,Chkn & Seafood Food Modifiers,modfr-a588be61-025e-413d-a76f-c31a21b485e2,French,0,False,0,99,True,NULL,NULL,False,,0.2500,True,False,2025-10-23 16:17:40.406244,2025-10-23 16:17:40.406244,2026-06-21 12:57:39.586627
org-2ad9799e-2df3-4ebb-9563-8772f5638552,Rohan's Org,loc-9dd1eaea-e264-4d51-bffb-1abdc65e3fff,Upsell Testing,catlg-e77cf90f-2b34-4aa0-9eb6-642bef1ac285,Upsell Testing Catalog,itm-c4031adb-3c58-4024-8910-9cd2c6d46718,Large Sriracha Cheese Curds (Combo Upgrade Price),0,modgrp-794dfe86-a9b3-4024-a381-90c6b7601221,Chkn & Seafood Food Modifiers,modfr-a5a69a53-3c54-43a5-a372-0db442fc51da,No Sauce,0,False,0,99,True,NULL,NULL,False,,NULL,True,False,2025-10-23 16:17:40.406244,2025-10-23 16:17:40.406244,2026-06-21 12:57:39.586627
org-2ad9799e-2df3-4ebb-9563-8772f5638552,Rohan's Org,loc-9dd1eaea-e264-4d51-bffb-1abdc65e3fff,Upsell Testing,catlg-e77cf90f-2b34-4aa0-9eb6-642bef1ac285,Upsell Testing Catalog,itm-c4031adb-3c58-4024-8910-9cd2c6d46718,Large Sriracha Cheese Curds (Combo Upgrade Price),0,modgrp-794dfe86-a9b3-4024-a381-90c6b7601221,Chkn & Seafood Food Modifiers,modfr-a7713ede-57b8-419c-a02f-539b12606c28,Italian,0,False,0,99,True,NULL,NULL,False,,NULL,True,False,2025-10-23 16:17:40.406244,2025-10-23 16:17:40.406244,2026-06-21 12:57:39.586627
org-2ad9799e-2df3-4ebb-9563-8772f5638552,Rohan's Org,loc-9dd1eaea-e264-4d51-bffb-1abdc65e3fff,Upsell Testing,catlg-e77cf90f-2b34-4aa0-9eb6-642bef1ac285,Upsell Testing Catalog,itm-c4031adb-3c58-4024-8910-9cd2c6d46718,Large Sriracha Cheese Curds (Combo Upgrade Price),0,modgrp-794dfe86-a9b3-4024-a381-90c6b7601221,Chkn & Seafood Food Modifiers,modfr-a8b1be21-2214-4e68-bfee-6b332fa10798,Salt,0,False,0,99,True,NULL,NULL,False,,NULL,True,False,2025-10-23 16:17:40.406244,2025-10-23 16:17:40.406244,2026-06-21 12:57:39.586627
org-2ad9799e-2df3-4ebb-9563-8772f5638552,Rohan's Org,loc-9dd1eaea-e264-4d51-bffb-1abdc65e3fff,Upsell Testing,catlg-e77cf90f-2b34-4aa0-9eb6-642bef1ac285,Upsell Testing Catalog,itm-c4031adb-3c58-4024-8910-9cd2c6d46718,Large Sriracha Cheese Curds (Combo Upgrade Price),0,modgrp-794dfe86-a9b3-4024-a381-90c6b7601221,Chkn & Seafood Food Modifiers,modfr-b44082df-c316-4c95-8360-0a1954861e3c,Jalapenos,0,False,0,99,True,NULL,NULL,False,,0.5000,True,False,2025-10-23 16:17:40.406244,2025-10-23 16:17:40.406244,2026-06-21 12:57:39.586627
org-2ad9799e-2df3-4ebb-9563-8772f5638552,Rohan's Org,loc-9dd1eaea-e264-4d51-bffb-1abdc65e3fff,Upsell Testing,catlg-e77cf90f-2b34-4aa0-9eb6-642bef1ac285,Upsell Testing Catalog,itm-c4031adb-3c58-4024-8910-9cd2c6d46718,Large Sriracha Cheese Curds (Combo Upgrade Price),0,modgrp-794dfe86-a9b3-4024-a381-90c6b7601221,Chkn & Seafood Food Modifiers,modfr-b496d8f2-6ca2-4b08-b75c-4714f453ba09,Lite Ranch,0,False,0,99,True,NULL,NULL,False,,0.3500,True,False,2025-10-23 16:17:40.406244,2025-10-23 16:17:40.406244,2026-06-21 12:57:39.586627
org-2ad9799e-2df3-4ebb-9563-8772f5638552,Rohan's Org,loc-9dd1eaea-e264-4d51-bffb-1abdc65e3fff,Upsell Testing,catlg-e77cf90f-2b34-4aa0-9eb6-642bef1ac285,Upsell Testing Catalog,itm-c4031adb-3c58-4024-8910-9cd2c6d46718,Large Sriracha Cheese Curds (Combo Upgrade Price),0,modgrp-794dfe86-a9b3-4024-a381-90c6b7601221,Chkn & Seafood Food Modifiers,modfr-b49769f2-6301-41d4-8333-73e4c734ceba,Cut,0,False,0,99,True,NULL,NULL,False,,NULL,True,False,2025-10-23 16:17:40.406244,2025-10-23 16:17:40.406244,2026-06-21 12:57:39.586627
org-2ad9799e-2df3-4ebb-9563-8772f5638552,Rohan's Org,loc-9dd1eaea-e264-4d51-bffb-1abdc65e3fff,Upsell Testing,catlg-e77cf90f-2b34-4aa0-9eb6-642bef1ac285,Upsell Testing Catalog,itm-c4031adb-3c58-4024-8910-9cd2c6d46718,Large Sriracha Cheese Curds (Combo Upgrade Price),0,modgrp-794dfe86-a9b3-4024-a381-90c6b7601221,Chkn & Seafood Food Modifiers,modfr-b72a2657-6336-4911-ae2f-8baeee454ee3,AW Sauce,0,False,0,99,True,NULL,NULL,False,,0.2500,True,False,2025-10-23 16:17:40.406244,2025-10-23 16:17:40.406244,2026-06-21 12:57:39.586627
org-2ad9799e-2df3-4ebb-9563-8772f5638552,Rohan's Org,loc-9dd1eaea-e264-4d51-bffb-1abdc65e3fff,Upsell Testing,catlg-e77cf90f-2b34-4aa0-9eb6-642bef1ac285,Upsell Testing Catalog,itm-c4031adb-3c58-4024-8910-9cd2c6d46718,Large Sriracha Cheese Curds (Combo Upgrade Price),0,modgrp-794dfe86-a9b3-4024-a381-90c6b7601221,Chkn & Seafood Food Modifiers,modfr-b981632d-b297-474f-8131-6add4f39757a,3 Pepper Fire Sauce,0,False,0,99,True,NULL,NULL,False,,0.2500,True,False,2025-10-23 16:17:40.406244,2025-10-23 16:17:40.406244,2026-06-21 12:57:39.586627
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6907ee0a-62a0-4ffa-a257-8cebe09332f1,Side Sampler (LG Curd),0,modgrp-49f6b8c4-7d89-420c-9c0d-bacb0d0a372d,Chkn & Seafood Food Modifiers,modfr-a9fbc7f2-c0a8-4b08-a885-2396099d20a7,Crispy,0,False,0,99,True,NULL,NULL,False,,NULL,True,False,2025-08-22 06:57:39.012657,2025-08-22 06:57:39.012657,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6907ee0a-62a0-4ffa-a257-8cebe09332f1,Side Sampler (LG Curd),0,modgrp-49f6b8c4-7d89-420c-9c0d-bacb0d0a372d,Chkn & Seafood Food Modifiers,modfr-ab32817c-f837-4805-836f-7be8ddf09b83,Grilled Onions,0,False,0,99,True,NULL,NULL,False,,0.5000,True,False,2025-08-22 06:57:39.012651,2025-08-22 06:57:39.012651,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6907ee0a-62a0-4ffa-a257-8cebe09332f1,Side Sampler (LG Curd),0,modgrp-49f6b8c4-7d89-420c-9c0d-bacb0d0a372d,Chkn & Seafood Food Modifiers,modfr-ae57378e-5cf5-4b7a-ac2d-5792d81252d7,Salt,0,False,0,99,True,NULL,NULL,False,,NULL,True,False,2025-08-22 06:57:39.012654,2025-08-22 06:57:39.012654,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6907ee0a-62a0-4ffa-a257-8cebe09332f1,Side Sampler (LG Curd),0,modgrp-49f6b8c4-7d89-420c-9c0d-bacb0d0a372d,Chkn & Seafood Food Modifiers,modfr-b20c0605-f799-4d08-a072-f7f7f4986398,Sweet Thai Chili,0,False,0,99,True,NULL,NULL,False,,0.2500,True,False,2025-08-22 06:57:39.012657,2025-08-22 06:57:39.012657,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6907ee0a-62a0-4ffa-a257-8cebe09332f1,Side Sampler (LG Curd),0,modgrp-49f6b8c4-7d89-420c-9c0d-bacb0d0a372d,Chkn & Seafood Food Modifiers,modfr-b286d49a-7dca-411a-824f-016be46ee189,Fry Sauce,0,False,0,99,True,NULL,NULL,False,,0.5000,True,False,2025-08-22 06:57:39.012658,2025-08-22 06:57:39.012658,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6907ee0a-62a0-4ffa-a257-8cebe09332f1,Side Sampler (LG Curd),0,modgrp-49f6b8c4-7d89-420c-9c0d-bacb0d0a372d,Chkn & Seafood Food Modifiers,modfr-b3b90b5d-dca0-4d7f-8d36-a4912ea1dd6f,Plain,0,False,0,99,True,NULL,NULL,False,,NULL,True,False,2025-08-22 06:57:39.012645,2025-08-22 06:57:39.012645,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6907ee0a-62a0-4ffa-a257-8cebe09332f1,Side Sampler (LG Curd),0,modgrp-49f6b8c4-7d89-420c-9c0d-bacb0d0a372d,Chkn & Seafood Food Modifiers,modfr-b46d34e1-792d-4ef3-bd3b-707f99be7fe6,Hot Sauce,0,False,0,99,True,NULL,NULL,False,,0.2500,True,False,2025-08-22 06:57:39.012682,2025-08-22 06:57:39.012682,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6907ee0a-62a0-4ffa-a257-8cebe09332f1,Side Sampler (LG Curd),0,modgrp-49f6b8c4-7d89-420c-9c0d-bacb0d0a372d,Chkn & Seafood Food Modifiers,modfr-b5669eac-1683-40bf-bc53-6ebec4b8daf9,**Peanut Allergy**,0,False,0,99,True,NULL,NULL,False,,NULL,True,False,2025-08-22 06:57:39.012643,2025-08-22 06:57:39.012643,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6907ee0a-62a0-4ffa-a257-8cebe09332f1,Side Sampler (LG Curd),0,modgrp-49f6b8c4-7d89-420c-9c0d-bacb0d0a372d,Chkn & Seafood Food Modifiers,modfr-b8f629cb-ba8f-4107-9aab-a17fb40b7bbe,Fat Free Italian,0,False,0,99,True,NULL,NULL,False,,0.3500,True,False,2025-08-22 06:57:39.012684,2025-08-22 06:57:39.012684,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6907ee0a-62a0-4ffa-a257-8cebe09332f1,Side Sampler (LG Curd),0,modgrp-49f6b8c4-7d89-420c-9c0d-bacb0d0a372d,Chkn & Seafood Food Modifiers,modfr-c2a93153-69be-4086-a9a3-330b1276b6e8,3 Pepper Fire Sauce,0,False,0,99,True,NULL,NULL,False,,0.2500,True,False,2025-08-22 06:57:39.01266,2025-08-22 06:57:39.01266,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6907ee0a-62a0-4ffa-a257-8cebe09332f1,Side Sampler (LG Curd),0,modgrp-49f6b8c4-7d89-420c-9c0d-bacb0d0a372d,Chkn & Seafood Food Modifiers,modfr-c88c7b28-fe0d-4f98-a956-f8a4dc9aa853,Blue Cheese,0,False,0,99,True,NULL,NULL,False,,NULL,True,False,2025-08-22 06:57:39.012683,2025-08-22 06:57:39.012683,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6907ee0a-62a0-4ffa-a257-8cebe09332f1,Side Sampler (LG Curd),0,modgrp-49f6b8c4-7d89-420c-9c0d-bacb0d0a372d,Chkn & Seafood Food Modifiers,modfr-cb5581a2-b334-4496-b1a3-97e1cc2e7e12,Salad Dressing,0,False,0,99,True,NULL,NULL,False,,NULL,True,False,2025-08-22 06:57:39.012653,2025-08-22 06:57:39.012653,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6907ee0a-62a0-4ffa-a257-8cebe09332f1,Side Sampler (LG Curd),0,modgrp-49f6b8c4-7d89-420c-9c0d-bacb0d0a372d,Chkn & Seafood Food Modifiers,modfr-d623fa49-7924-491d-b2b5-c28ee40c82b4,Swiss Cheese,0,False,0,99,True,NULL,NULL,False,,0.5000,True,False,2025-08-22 06:57:39.012654,2025-08-22 06:57:39.012654,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6907ee0a-62a0-4ffa-a257-8cebe09332f1,Side Sampler (LG Curd),0,modgrp-49f6b8c4-7d89-420c-9c0d-bacb0d0a372d,Chkn & Seafood Food Modifiers,modfr-d718469d-2b34-4725-8067-e43f02e2fdad,Bacon,0,False,0,99,True,NULL,NULL,False,,1.0000,True,False,2025-08-22 06:57:39.012649,2025-08-22 06:57:39.012649,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6907ee0a-62a0-4ffa-a257-8cebe09332f1,Side Sampler (LG Curd),0,modgrp-49f6b8c4-7d89-420c-9c0d-bacb0d0a372d,Chkn & Seafood Food Modifiers,modfr-d88041f9-10d3-4a55-a6dc-3adc14488946,American Chz,0,False,0,99,True,NULL,0,False,1 cal,0.5000,True,False,2025-08-22 06:57:39.012648,2025-08-22 06:57:39.012648,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6907ee0a-62a0-4ffa-a257-8cebe09332f1,Side Sampler (LG Curd),0,modgrp-49f6b8c4-7d89-420c-9c0d-bacb0d0a372d,Chkn & Seafood Food Modifiers,modfr-dd6d1f38-19d2-4155-8311-a94dcf8ee31e,Mustard,0,False,0,99,True,NULL,NULL,False,,NULL,True,False,2025-08-22 06:57:39.012652,2025-08-22 06:57:39.012652,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6907ee0a-62a0-4ffa-a257-8cebe09332f1,Side Sampler (LG Curd),0,modgrp-49f6b8c4-7d89-420c-9c0d-bacb0d0a372d,Chkn & Seafood Food Modifiers,modfr-ddec8a33-674e-41fb-8a19-39d169a176fb,Buffalo Sauce,0,False,0,99,True,NULL,NULL,False,,0.2500,True,False,2025-08-22 06:57:39.012656,2025-08-22 06:57:39.012656,2026-06-21 12:59:32.553003
org-2ad9799e-2df3-4ebb-9563-8772f5638552,Rohan's Org,loc-9dd1eaea-e264-4d51-bffb-1abdc65e3fff,Upsell Testing,catlg-e77cf90f-2b34-4aa0-9eb6-642bef1ac285,Upsell Testing Catalog,itm-c4031adb-3c58-4024-8910-9cd2c6d46718,Large Sriracha Cheese Curds (Combo Upgrade Price),0,modgrp-794dfe86-a9b3-4024-a381-90c6b7601221,Chkn & Seafood Food Modifiers,modfr-cf388f28-b554-486c-883d-44b53cd7a153,Coney Sauce,0,False,0,99,True,NULL,NULL,False,,0.5000,True,False,2025-10-23 16:17:40.406244,2025-10-23 16:17:40.406244,2026-06-21 12:57:39.586627
org-2ad9799e-2df3-4ebb-9563-8772f5638552,Rohan's Org,loc-9dd1eaea-e264-4d51-bffb-1abdc65e3fff,Upsell Testing,catlg-e77cf90f-2b34-4aa0-9eb6-642bef1ac285,Upsell Testing Catalog,itm-c4031adb-3c58-4024-8910-9cd2c6d46718,Large Sriracha Cheese Curds (Combo Upgrade Price),0,modgrp-794dfe86-a9b3-4024-a381-90c6b7601221,Chkn & Seafood Food Modifiers,modfr-e5515ea2-afe4-4526-bb77-5dfa7987cded,**Allergy Alert***,0,False,0,99,True,NULL,NULL,False,,NULL,True,False,2025-10-23 16:17:40.406244,2025-10-23 16:17:40.406244,2026-06-21 12:57:39.586627
org-2ad9799e-2df3-4ebb-9563-8772f5638552,Rohan's Org,loc-9dd1eaea-e264-4d51-bffb-1abdc65e3fff,Upsell Testing,catlg-e77cf90f-2b34-4aa0-9eb6-642bef1ac285,Upsell Testing Catalog,itm-c4031adb-3c58-4024-8910-9cd2c6d46718,Large Sriracha Cheese Curds (Combo Upgrade Price),0,modgrp-794dfe86-a9b3-4024-a381-90c6b7601221,Chkn & Seafood Food Modifiers,modfr-e6834cd7-cc7c-4ecc-a759-b42ce3c86bd5,Mustard,0,False,0,99,True,NULL,NULL,False,,NULL,True,False,2025-10-23 16:17:40.406244,2025-10-23 16:17:40.406244,2026-06-21 12:57:39.586627
org-2ad9799e-2df3-4ebb-9563-8772f5638552,Rohan's Org,loc-9dd1eaea-e264-4d51-bffb-1abdc65e3fff,Upsell Testing,catlg-e77cf90f-2b34-4aa0-9eb6-642bef1ac285,Upsell Testing Catalog,itm-c4031adb-3c58-4024-8910-9cd2c6d46718,Large Sriracha Cheese Curds (Combo Upgrade Price),0,modgrp-794dfe86-a9b3-4024-a381-90c6b7601221,Chkn & Seafood Food Modifiers,modfr-e9bad9d3-c400-4afc-9c22-8bc0a7d4e760,Sweet & Sour,0,False,0,99,True,NULL,NULL,False,,0.3500,True,False,2025-10-23 16:17:40.406244,2025-10-23 16:17:40.406244,2026-06-21 12:57:39.586627
org-2ad9799e-2df3-4ebb-9563-8772f5638552,Rohan's Org,loc-9dd1eaea-e264-4d51-bffb-1abdc65e3fff,Upsell Testing,catlg-e77cf90f-2b34-4aa0-9eb6-642bef1ac285,Upsell Testing Catalog,itm-c4031adb-3c58-4024-8910-9cd2c6d46718,Large Sriracha Cheese Curds (Combo Upgrade Price),0,modgrp-794dfe86-a9b3-4024-a381-90c6b7601221,Chkn & Seafood Food Modifiers,modfr-f4eebc7b-3321-4339-a5f9-042f454645f6,Lemon,0,False,0,99,True,NULL,NULL,False,,NULL,True,False,2025-10-23 16:17:40.406244,2025-10-23 16:17:40.406244,2026-06-21 12:57:39.586627
