organizationid,organizationname,locationid,locationname,categoryid,categoryname,menuitemid,menuitemname,catalogid,itemunitprice,price_changed_on,item_class_type,entitytype,calories,protein,sugar,fat,is_alcoholic,is_vegetarian_item,is_vegan_item,has_allergen,is_active,is_deleted,gms_created_on,gms_modified_on,sysinserttime,average_rating,rating_count,norm_ts_name
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-0e2ed811-df7a-4eb4-b9b5-dcfcb1d25cea,Pizza,itm-92ce18ed-3bea-40d1-b1d3-3e4a5ad05812,Big New Yorker Pepperoni Duo,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,15.4900,2025-12-24 15:39:18.167202,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403716,2026-05-12 14:35:54.174971,NULL,NULL,big duo new pepperoni yorker
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-0e2ed811-df7a-4eb4-b9b5-dcfcb1d25cea,Pizza,itm-0e7a0c76-374e-417a-9c2d-254880d8033e,Meat Lover's  Pizza,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,1.0000,2025-12-24 15:39:34.745123,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.40371,2026-05-12 14:35:54.174971,NULL,NULL,lover meat pizza s
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-75024c9b-8ed2-4387-aec2-dbd7e7f1de73,Carryout Drinks,itm-e728c1c4-0a84-4648-a81a-86d2547cbed8,Mtn Dew,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,1.8700,2025-12-24 15:39:19.787213,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2026-03-27 04:10:09.742243,2026-05-12 14:35:54.174971,NULL,NULL,dew mtn
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-75024c9b-8ed2-4387-aec2-dbd7e7f1de73,Carryout Drinks,itm-9a1d7127-b0d0-459a-acb4-6f6414758fc8,Crush  Orange,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,crush orange
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-b947873e-e4fa-4686-9e6d-f5663f429a1a,Soft Drinks,itm-df460f96-2345-456e-ae28-218edf0a2646,Pepsi,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,False,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,pepsi
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-86023512-34fd-49d8-ad86-b2da5b4d1edf,Beer,itm-90d64ab1-a061-4d6f-97d2-5667d483c73f,Blue Moon,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,blue moon
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-1852958f-c5d8-4ff0-99c2-eede6e11765b,Appetizer,itm-988d81e2-cb58-4a6a-bc91-8eaf0deeb5d4,Sweet Chili Dip Cup,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,0.4200,2025-12-24 15:39:18.360441,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403739,2026-05-12 14:35:54.174971,NULL,NULL,chili cup dip sweet
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-b947873e-e4fa-4686-9e6d-f5663f429a1a,Soft Drinks,itm-3c65a383-c12c-400f-bc7d-b384fe7e3ae0,Mountain Dew,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,False,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,dew mountain
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-73ba60c5-7606-45f1-b2f1-9010deba4511,Party of One,itm-5d7d569d-2337-4197-b6f0-96aedbaa5289,Buffalo Chicken Melt,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,1.0000,2025-12-24 15:39:25.445034,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403713,2026-05-12 14:35:54.174971,NULL,NULL,buffalo chicken melt
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-19efd949-c0f9-411e-9d7b-57b88a7fbae7,School Lunch,itm-7ad668ac-cd59-4ef0-a8e3-0d70a0fb40bd,NSLP Italian Sausage Pizza,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,italian nslp pizza sausage
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-19efd949-c0f9-411e-9d7b-57b88a7fbae7,School Lunch,itm-a411b58e-30a2-4629-85bf-5683300f53af,NSLP Hawaiian Pizza,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,hawaiian nslp pizza
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-75024c9b-8ed2-4387-aec2-dbd7e7f1de73,Carryout Drinks,itm-4edcff82-4794-4e3b-910b-2a055c286fcf,4 Pack TWO Pepsi TWO Starry,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403729,2026-05-12 14:35:54.174971,NULL,NULL,4 pack pepsi starry two two
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-1852958f-c5d8-4ff0-99c2-eede6e11765b,Appetizer,itm-ca0cf8b6-ee6e-4695-a920-40f5cf75e803,Marinara Dipping Sauce,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,dipping marinara sauce
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-75024c9b-8ed2-4387-aec2-dbd7e7f1de73,Carryout Drinks,itm-2a884819-cc18-439e-bbf1-d2e5f1d28b66,4 Pack Diet Pepsi,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,False,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403727,2026-05-12 14:35:54.174971,NULL,NULL,4 diet pack pepsi
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-b947873e-e4fa-4686-9e6d-f5663f429a1a,Soft Drinks,itm-82738d57-4d60-4184-87af-f10e91a5f594,Dr Pepper,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,False,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,dr pepper
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-74e0a618-c504-4b9e-ba10-22b169df6304,Premium A,itm-ba14b2f5-fc1c-41ad-bf4b-32d5d704f8e3,$1 Donation,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,False,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,1 donation
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-1852958f-c5d8-4ff0-99c2-eede6e11765b,Appetizer,itm-80917292-ecdd-4dda-bf74-8e4848a662e8,Cinnamon Sticks,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,5.0000,2025-12-24 15:39:18.715858,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2026-03-26 21:37:40.010948,2026-05-12 14:35:54.174971,NULL,NULL,cinnamon sticks
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-0e2ed811-df7a-4eb4-b9b5-dcfcb1d25cea,Pizza,itm-2db15728-9a56-4379-85c8-6051aa2839ec,Four Pepper Pepperoni,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,four pepper pepperoni
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-75024c9b-8ed2-4387-aec2-dbd7e7f1de73,Carryout Drinks,itm-90a332fb-03c9-4eb5-bb56-e218552cc2ac,7UP,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,7up
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-347eafd6-12d2-4222-af1a-54387ed89814,WingStreet,itm-123bd680-97cd-486d-b264-f7ea66e5b5b9,Honey BBQ,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,5.0000,2025-12-24 15:39:29.306721,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2026-03-26 20:49:38.942642,2026-05-12 14:35:54.174971,NULL,NULL,bbq honey
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-347eafd6-12d2-4222-af1a-54387ed89814,WingStreet,itm-9e496310-bc96-43f8-97dc-2d3e06e9225d,Spicy Garlic,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,5.0000,2025-12-24 15:39:29.762065,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,False,False,2025-12-24 14:58:08.208856,2026-03-26 21:43:57.50907,2026-05-12 14:35:54.174971,NULL,NULL,garlic spicy
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-19efd949-c0f9-411e-9d7b-57b88a7fbae7,School Lunch,itm-b66085cf-fa5c-41db-ba5a-fab5f99b79bb,NSLP Val Verde Veggie Pizza,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,nslp pizza val veggie verde
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-1852958f-c5d8-4ff0-99c2-eede6e11765b,Appetizer,itm-bd4f1137-c5ed-4fa2-a713-29f6c15333f4,Stuffed Garlic Knots,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,garlic knots stuffed
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-1852958f-c5d8-4ff0-99c2-eede6e11765b,Appetizer,itm-3ab1f299-9a38-4e9a-b968-45eeb52aab53,Cheese Bread,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,bread cheese
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-19efd949-c0f9-411e-9d7b-57b88a7fbae7,School Lunch,itm-70a9e077-3565-46f3-ad05-b5b2d5ab22cc,NSLP Cheese Pizza,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,cheese nslp pizza
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-1852958f-c5d8-4ff0-99c2-eede6e11765b,Appetizer,itm-14a1b6fc-b026-4f06-857e-71eecd96fed1,Cheese Sticks,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,4.8000,2025-12-24 15:39:17.333209,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2026-03-27 05:25:24.064518,2026-05-12 14:35:54.174971,NULL,NULL,cheese sticks
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-86023512-34fd-49d8-ad86-b2da5b4d1edf,Beer,itm-88c7a84f-c927-4fe4-8786-cc14e30e23f7,Premium Beer,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,beer premium
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-19efd949-c0f9-411e-9d7b-57b88a7fbae7,School Lunch,itm-5e7e9b7b-00d6-4a34-a038-a5feeab25f4f,NSLP BBQ Chicken Pizza,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,bbq chicken nslp pizza
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-da04b090-3657-48df-be98-46b26c08a809,Sides,itm-b61f6c40-5dab-48be-b3cd-4b543b015b55,Parmesan Cheese Shaker,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403735,2026-05-12 14:35:54.174971,NULL,NULL,cheese parmesan shaker
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-1aa62ced-f350-45ae-b929-92ea1432e130,Dessert,itm-409dc07c-1b2f-4383-875e-f7009c54a026,Apple Pies,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,5.0000,2025-12-24 15:39:18.701063,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2026-03-26 21:38:32.977824,2026-05-12 14:35:54.174971,NULL,NULL,apple pies
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-75024c9b-8ed2-4387-aec2-dbd7e7f1de73,Carryout Drinks,itm-ff4f385c-278f-48f8-9d52-a253c89a9133,Carryout Tea,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,False,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,carryout tea
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-75024c9b-8ed2-4387-aec2-dbd7e7f1de73,Carryout Drinks,itm-82b24b1e-b90c-4a48-9b5c-6023bd59685b,4 Pack Dr Pepper,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,False,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403727,2026-05-12 14:35:54.174971,NULL,NULL,4 dr pack pepper
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-32971ae3-b3d4-4cc0-b264-5db5c1c770ef,Melts,itm-2306ebca-2ce9-46b6-bcc9-358711693abe,Pepperoni Lover's  Melt,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,1.0000,2025-12-24 15:39:25.398233,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403712,2026-05-12 14:35:54.174971,NULL,NULL,lover melt pepperoni s
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-1852958f-c5d8-4ff0-99c2-eede6e11765b,Appetizer,itm-86a601e0-e33f-46c6-83b6-9dd387937eec,Buffalo Medium,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,0.4200,2025-12-24 15:39:18.366794,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403739,2026-05-12 14:35:54.174971,NULL,NULL,buffalo medium
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-1ffddf7e-d8e3-486d-bdcf-d71174757f14,Signature Recipes,itm-289a73bc-1e90-4630-af92-8946dc0144a6,BBQ Chicken Pizza,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,1.0000,2025-12-24 15:39:34.837212,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403713,2026-05-12 14:35:54.174971,NULL,NULL,bbq chicken pizza
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-1aa62ced-f350-45ae-b929-92ea1432e130,Dessert,itm-823b8166-f489-4f21-982d-704f4f6cec25,Triple Chocolate Brownie,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,5.0000,2025-12-24 15:39:18.711867,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2026-03-26 21:36:11.543457,2026-05-12 14:35:54.174971,NULL,NULL,brownie chocolate triple
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-19efd949-c0f9-411e-9d7b-57b88a7fbae7,School Lunch,itm-b5fe6200-ed46-4493-a5d2-519d221e147a,NSLP Ham Pizza,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,ham nslp pizza
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-248f6668-5b2f-4d1d-88d4-291504a00663,Tavern Style Recipes,itm-bc7ebd14-80ec-49df-a8f8-c084f52e1742,Spicy Chicken Sausage Pizza,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,1.9900,2025-12-24 15:39:34.45047,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403717,2026-05-12 14:35:54.174971,NULL,NULL,chicken pizza sausage spicy
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-448c53fd-9ad3-4cf8-9208-2a62c43fc9e0,Pasta,itm-14b9da4b-ad63-4e73-b44a-09549ee6607c,Oven-Baked Italian Meats Pasta,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403731,2026-05-12 14:35:54.174971,NULL,NULL,baked italian meats oven pasta
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-1852958f-c5d8-4ff0-99c2-eede6e11765b,Appetizer,itm-207e0f27-e2b7-4dfc-8eca-1f929f5058da,Bacon Cheddar Cheese Sticks,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,4.9900,2025-12-24 15:39:18.315854,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2026-03-26 21:19:06.114124,2026-05-12 14:35:54.174971,NULL,NULL,bacon cheddar cheese sticks
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-0e2ed811-df7a-4eb4-b9b5-dcfcb1d25cea,Pizza,itm-f64a62f9-a5c4-400e-bf6b-de349881acc0,Ultimate Cheese Lover,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,cheese lover ultimate
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-1ffddf7e-d8e3-486d-bdcf-d71174757f14,Signature Recipes,itm-44a8758f-264d-465b-bd62-246f263e85f9,Pepperoni Pizza,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2026-03-26 20:41:27.32151,2026-05-12 14:35:54.174971,NULL,NULL,pepperoni pizza
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-0e2ed811-df7a-4eb4-b9b5-dcfcb1d25cea,Pizza,itm-859d3658-c9a8-48e8-9882-9c818e33292e,Spicy Hawaiian Lover's  Pizza,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,hawaiian lover pizza s spicy
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-0e2ed811-df7a-4eb4-b9b5-dcfcb1d25cea,Pizza,itm-af5b45ff-abcc-45e0-ac26-a0298d66e122,Hawaiian Luau Pizza,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,hawaiian luau pizza
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-1ffddf7e-d8e3-486d-bdcf-d71174757f14,Signature Recipes,itm-ba3b6e13-4514-4def-8cea-151686fefc42,Super Supreme Pizza,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,1.0000,2025-12-24 15:39:34.718722,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.40371,2026-05-12 14:35:54.174971,NULL,NULL,pizza super supreme
