locationid,frequentcustomerid,transactionheaderid,menuitemid,itemname,item_class_type,itemquantity,itemunitprice,numberofitems,ordersubtotal,ordertypelabel,orderdatelocal,businessdate,yyyy,mm,dd,hh,ww,yyww
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150833669,ORD-003763,itm-0d9e6750-2d85-47db-b00f-386598dd917e,Passion Fruit(PB),4,1,3.1,6,29.4,DineIn,2026-06-18 08:42:00,2026-06-18,2026,6,18,8,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150833669,ORD-003763,itm-8f3457a8-35ef-435b-8ea4-1b103db2834b,Sweetened Iced Tea (PB),3,1,0.2,6,29.4,DineIn,2026-06-18 08:42:00,2026-06-18,2026,6,18,8,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-003766,itm-8d68bf55-9269-4ddd-a3d8-26e089e133b9,Vegetarian Burrito Bowl (PB),1,1,5.0,3,9.1,DineIn,2026-04-05 20:58:00,2026-04-05,2026,4,5,20,14,202614
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-003766,itm-1b00162e-bee1-492b-972f-631a50ce68da,Veggie Taco (PB),1,1,4.0,3,9.1,DineIn,2026-04-05 20:58:00,2026-04-05,2026,4,5,20,14,202614
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-003766,itm-3689d651-2ef5-465c-b226-78098f718aec,Iced Water (PB),3,1,0.1,3,9.1,DineIn,2026-04-05 20:58:00,2026-04-05,2026,4,5,20,14,202614
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003767,itm-766ef0e9-02b6-4894-ade0-48a21588b4b9,Chicken Burrito Bowl (PB),1,1,5.5,7,27.490000000000002,DineIn,2026-04-21 14:10:00,2026-04-21,2026,4,21,14,17,202617
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003767,itm-063f60b9-c441-4be4-90e7-605b47579670,Pico’s Birria Taco(PB),1,1,6.0,7,27.490000000000002,DineIn,2026-04-21 14:10:00,2026-04-21,2026,4,21,14,17,202617
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003767,itm-8b86e5de-889d-4c5a-bf14-8ba058a4101d,Pulled Pork Taco (PB),1,1,7.99,7,27.490000000000002,DineIn,2026-04-21 14:10:00,2026-04-21,2026,4,21,14,17,202617
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003767,itm-e5ff0495-3c2a-4c6d-97d7-0c1caf7e1978,Veggie Burrito (PB),1,1,4.5,7,27.490000000000002,DineIn,2026-04-21 14:10:00,2026-04-21,2026,4,21,14,17,202617
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003767,itm-3a06733d-656b-4b31-932d-de5e6d3d8b96,Unsweetened Iced Tea (PB),3,1,0.2,7,27.490000000000002,DineIn,2026-04-21 14:10:00,2026-04-21,2026,4,21,14,17,202617
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003767,itm-e5919685-4155-4ae9-91dd-514819908649,Mango(PB),4,1,3.1,7,27.490000000000002,DineIn,2026-04-21 14:10:00,2026-04-21,2026,4,21,14,17,202617
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003767,itm-5be94727-3dcc-46a9-8595-b59e07dde0c5,Lemonade (PB),3,1,0.2,7,27.490000000000002,DineIn,2026-04-21 14:10:00,2026-04-21,2026,4,21,14,17,202617
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-003768,itm-8d68bf55-9269-4ddd-a3d8-26e089e133b9,Vegetarian Burrito Bowl (PB),1,1,5.0,4,15.2,DineIn,2026-06-10 14:18:00,2026-06-10,2026,6,10,14,24,202624
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-003768,itm-5ff1a09a-73bc-4510-ad65-a5f5498523f6,Chicken Burrito (PB),1,1,5.0,4,15.2,DineIn,2026-06-10 14:18:00,2026-06-10,2026,6,10,14,24,202624
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-003768,itm-8f3457a8-35ef-435b-8ea4-1b103db2834b,Sweetened Iced Tea (PB),3,1,0.2,4,15.2,DineIn,2026-06-10 14:18:00,2026-06-10,2026,6,10,14,24,202624
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-003768,itm-a2440e0d-7594-4e7d-aaa8-5ea1b3ef70ba,Loaded Nachos (PB),2,1,5.0,4,15.2,DineIn,2026-06-10 14:18:00,2026-06-10,2026,6,10,14,24,202624
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003778,itm-ce9fa280-a2b2-4305-a5f4-16c473bc220f,Chicken Quesadilla (PB),1,1,4.99,4,14.19,DineIn,2026-04-11 13:37:00,2026-04-11,2026,4,11,13,15,202615
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003778,itm-316f6a0e-a859-4a88-a11f-b93ad7deb418,Ground Beef Burrito (PB),1,1,6.0,4,14.19,DineIn,2026-04-11 13:37:00,2026-04-11,2026,4,11,13,15,202615
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003778,itm-e5919685-4155-4ae9-91dd-514819908649,Mango(PB),4,1,3.1,4,14.19,DineIn,2026-04-11 13:37:00,2026-04-11,2026,4,11,13,15,202615
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003778,itm-3689d651-2ef5-465c-b226-78098f718aec,Iced Water (PB),3,1,0.1,4,14.19,DineIn,2026-04-11 13:37:00,2026-04-11,2026,4,11,13,15,202615
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003781,itm-766ef0e9-02b6-4894-ade0-48a21588b4b9,Chicken Burrito Bowl (PB),1,1,5.5,2,12.5,DineIn,2026-05-09 20:43:00,2026-05-09,2026,5,9,20,19,202619
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003781,itm-705fb9a6-9630-45f7-bf73-5288ce16b75d,Triple Fusion Burrito (PB),1,1,7.0,2,12.5,DineIn,2026-05-09 20:43:00,2026-05-09,2026,5,9,20,19,202619
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150836727,ORD-003787,itm-5ff1a09a-73bc-4510-ad65-a5f5498523f6,Chicken Burrito (PB),1,1,5.0,4,13.7,DineIn,2026-06-18 21:05:00,2026-06-18,2026,6,18,21,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150836727,ORD-003787,itm-8f3457a8-35ef-435b-8ea4-1b103db2834b,Sweetened Iced Tea (PB),3,1,0.2,4,13.7,DineIn,2026-06-18 21:05:00,2026-06-18,2026,6,18,21,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150836727,ORD-003787,itm-595b18a7-a24b-44e5-9353-8b6b3ed89c70,Chips And Queso (PB),2,1,0.5,4,13.7,DineIn,2026-06-18 21:05:00,2026-06-18,2026,6,18,21,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150836727,ORD-003787,itm-e3623351-09bd-4e03-8b7f-20803e017255,Churros (PB),4,1,8.0,4,13.7,DineIn,2026-06-18 21:05:00,2026-06-18,2026,6,18,21,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150833669,ORD-003788,itm-3433fa46-2da0-46ce-bcd1-dbe3eb289c05,Chicken Taco (PB),1,1,4.5,5,23.1,DineIn,2026-06-05 12:12:00,2026-06-05,2026,6,5,12,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150833669,ORD-003788,itm-1b92e7f0-cc3e-4867-89b2-8c8ac9f58345,Pico’s Al Pastor Taco(PB),1,1,5.5,5,23.1,DineIn,2026-06-05 12:12:00,2026-06-05,2026,6,5,12,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150833669,ORD-003788,itm-5ff1a09a-73bc-4510-ad65-a5f5498523f6,Chicken Burrito (PB),1,1,5.0,5,23.1,DineIn,2026-06-05 12:12:00,2026-06-05,2026,6,5,12,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150833669,ORD-003788,itm-05c73b37-1921-404e-b5e4-c28041762f8a,Pineapple(PB),4,1,3.1,5,23.1,DineIn,2026-06-05 12:12:00,2026-06-05,2026,6,5,12,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150833669,ORD-003788,itm-a2440e0d-7594-4e7d-aaa8-5ea1b3ef70ba,Loaded Nachos (PB),2,1,5.0,5,23.1,DineIn,2026-06-05 12:12:00,2026-06-05,2026,6,5,12,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150833669,ORD-003790,itm-316f6a0e-a859-4a88-a11f-b93ad7deb418,Ground Beef Burrito (PB),1,1,6.0,4,18.1,DineIn,2026-06-18 21:04:00,2026-06-18,2026,6,18,21,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150833669,ORD-003790,itm-705fb9a6-9630-45f7-bf73-5288ce16b75d,Triple Fusion Burrito (PB),1,1,7.0,4,18.1,DineIn,2026-06-18 21:04:00,2026-06-18,2026,6,18,21,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150833669,ORD-003790,itm-3689d651-2ef5-465c-b226-78098f718aec,Iced Water (PB),3,1,0.1,4,18.1,DineIn,2026-06-18 21:04:00,2026-06-18,2026,6,18,21,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150833669,ORD-003790,itm-a2440e0d-7594-4e7d-aaa8-5ea1b3ef70ba,Loaded Nachos (PB),2,1,5.0,4,18.1,DineIn,2026-06-18 21:04:00,2026-06-18,2026,6,18,21,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-003791,itm-a3299a4e-fd91-4a6b-9015-bf458ce6eeac,Shrimp Taco (PB),1,2,6.0,6,39.2,DineIn,2026-04-14 21:55:00,2026-04-14,2026,4,14,21,16,202616
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-003791,itm-1b00162e-bee1-492b-972f-631a50ce68da,Veggie Taco (PB),1,1,4.0,6,39.2,DineIn,2026-04-14 21:55:00,2026-04-14,2026,4,14,21,16,202616
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-003791,itm-8d68bf55-9269-4ddd-a3d8-26e089e133b9,Vegetarian Burrito Bowl (PB),1,1,5.0,6,39.2,DineIn,2026-04-14 21:55:00,2026-04-14,2026,4,14,21,16,202616
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-003791,itm-063f60b9-c441-4be4-90e7-605b47579670,Pico’s Birria Taco(PB),1,2,6.0,6,39.2,DineIn,2026-04-14 21:55:00,2026-04-14,2026,4,14,21,16,202616
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-003791,itm-871941bb-4a43-4efc-9724-e9c0b50dedd7,Lime(PB),4,1,3.1,6,39.2,DineIn,2026-04-14 21:55:00,2026-04-14,2026,4,14,21,16,202616
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-003791,itm-e5919685-4155-4ae9-91dd-514819908649,Mango(PB),4,1,3.1,6,39.2,DineIn,2026-04-14 21:55:00,2026-04-14,2026,4,14,21,16,202616
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150844485,ORD-003792,itm-46894bf7-69ab-4f6d-8f88-6f315ef193e3,Carnitas Burrito Bowl (PB),1,1,6.0,2,6.5,DineIn,2026-06-27 13:57:00,2026-06-27,2026,6,27,13,26,202626
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150844485,ORD-003792,itm-595b18a7-a24b-44e5-9353-8b6b3ed89c70,Chips And Queso (PB),2,1,0.5,2,6.5,DineIn,2026-06-27 13:57:00,2026-06-27,2026,6,27,13,26,202626
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003793,itm-a3299a4e-fd91-4a6b-9015-bf458ce6eeac,Shrimp Taco (PB),1,2,6.0,7,47.6,DineIn,2026-06-04 12:05:00,2026-06-04,2026,6,4,12,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003793,itm-1b92e7f0-cc3e-4867-89b2-8c8ac9f58345,Pico’s Al Pastor Taco(PB),1,1,5.5,7,47.6,DineIn,2026-06-04 12:05:00,2026-06-04,2026,6,4,12,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003793,itm-3433fa46-2da0-46ce-bcd1-dbe3eb289c05,Chicken Taco (PB),1,2,4.5,7,47.6,DineIn,2026-06-04 12:05:00,2026-06-04,2026,6,4,12,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003793,itm-21f0d419-1743-4388-a2b6-b88860ad0d2b,Shrimp Burrito Bowl (PB),1,1,7.0,7,47.6,DineIn,2026-06-04 12:05:00,2026-06-04,2026,6,4,12,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003793,itm-fa906c20-2d01-4c89-ba3b-c4b96e7380ad,Beef Taco (PB),1,1,5.0,7,47.6,DineIn,2026-06-04 12:05:00,2026-06-04,2026,6,4,12,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003793,itm-063f60b9-c441-4be4-90e7-605b47579670,Pico’s Birria Taco(PB),1,1,6.0,7,47.6,DineIn,2026-06-04 12:05:00,2026-06-04,2026,6,4,12,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003793,itm-e5919685-4155-4ae9-91dd-514819908649,Mango(PB),4,1,3.1,7,47.6,DineIn,2026-06-04 12:05:00,2026-06-04,2026,6,4,12,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150835654,ORD-003796,itm-ce9fa280-a2b2-4305-a5f4-16c473bc220f,Chicken Quesadilla (PB),1,1,4.99,3,13.09,DineIn,2026-06-06 20:39:00,2026-06-06,2026,6,6,20,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150835654,ORD-003796,itm-871941bb-4a43-4efc-9724-e9c0b50dedd7,Lime(PB),4,1,3.1,3,13.09,DineIn,2026-06-06 20:39:00,2026-06-06,2026,6,6,20,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150835654,ORD-003796,itm-a2440e0d-7594-4e7d-aaa8-5ea1b3ef70ba,Loaded Nachos (PB),2,1,5.0,3,13.09,DineIn,2026-06-06 20:39:00,2026-06-06,2026,6,6,20,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-003797,itm-46894bf7-69ab-4f6d-8f88-6f315ef193e3,Carnitas Burrito Bowl (PB),1,1,6.0,3,9.49,DineIn,2026-06-08 12:41:00,2026-06-08,2026,6,8,12,24,202624
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-003797,itm-d606bfb8-dc01-40cd-a500-88e1e20911b8,Soft Drink (PB),3,1,0.99,3,9.49,DineIn,2026-06-08 12:41:00,2026-06-08,2026,6,8,12,24,202624
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-003797,itm-7a161dbe-2583-4cca-a300-e81c7241b2c3,Chips and Salsa (PB),2,1,2.5,3,9.49,DineIn,2026-06-08 12:41:00,2026-06-08,2026,6,8,12,24,202624
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150835654,ORD-003798,itm-e5ff0495-3c2a-4c6d-97d7-0c1caf7e1978,Veggie Burrito (PB),1,1,4.5,1,4.5,DineIn,2026-05-17 20:53:00,2026-05-17,2026,5,17,20,20,202620
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003800,itm-316f6a0e-a859-4a88-a11f-b93ad7deb418,Ground Beef Burrito (PB),1,1,6.0,7,23.9,DineIn,2026-06-15 19:21:00,2026-06-15,2026,6,15,19,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003800,itm-b1ec98e0-4668-4fb8-9d43-a83184aaaffa,Beef Burrito Bowl(PB),1,1,6.0,7,23.9,DineIn,2026-06-15 19:21:00,2026-06-15,2026,6,15,19,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003800,itm-fa906c20-2d01-4c89-ba3b-c4b96e7380ad,Beef Taco (PB),1,1,5.0,7,23.9,DineIn,2026-06-15 19:21:00,2026-06-15,2026,6,15,19,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003800,itm-31051eb0-09f6-4f27-9308-0d688026b31b,Strawberry(PB),4,1,3.1,7,23.9,DineIn,2026-06-15 19:21:00,2026-06-15,2026,6,15,19,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003800,itm-5eba8035-14f7-49e6-9150-4846b539d451,Fruit Punch(PB),4,1,3.1,7,23.9,DineIn,2026-06-15 19:21:00,2026-06-15,2026,6,15,19,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003800,itm-8f3457a8-35ef-435b-8ea4-1b103db2834b,Sweetened Iced Tea (PB),3,1,0.2,7,23.9,DineIn,2026-06-15 19:21:00,2026-06-15,2026,6,15,19,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003800,itm-595b18a7-a24b-44e5-9353-8b6b3ed89c70,Chips And Queso (PB),2,1,0.5,7,23.9,DineIn,2026-06-15 19:21:00,2026-06-15,2026,6,15,19,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003801,itm-766ef0e9-02b6-4894-ade0-48a21588b4b9,Chicken Burrito Bowl (PB),1,1,5.5,2,9.5,DineIn,2026-05-02 20:40:00,2026-05-02,2026,5,2,20,18,202618
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003801,itm-f346b454-26c4-44df-b92e-5554ec2bcdd7,Rice and Beans (PB),2,1,4.0,2,9.5,DineIn,2026-05-02 20:40:00,2026-05-02,2026,5,2,20,18,202618
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003806,itm-3433fa46-2da0-46ce-bcd1-dbe3eb289c05,Chicken Taco (PB),1,2,4.5,2,12.1,DineIn,2026-05-25 12:39:00,2026-05-25,2026,5,25,12,22,202622
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003806,itm-0d9e6750-2d85-47db-b00f-386598dd917e,Passion Fruit(PB),4,1,3.1,2,12.1,DineIn,2026-05-25 12:39:00,2026-05-25,2026,5,25,12,22,202622
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150833669,ORD-003808,itm-1b92e7f0-cc3e-4867-89b2-8c8ac9f58345,Pico’s Al Pastor Taco(PB),1,1,5.5,2,13.5,DineIn,2026-04-22 14:06:00,2026-04-22,2026,4,22,14,17,202617
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150833669,ORD-003808,itm-e3623351-09bd-4e03-8b7f-20803e017255,Churros (PB),4,1,8.0,2,13.5,DineIn,2026-04-22 14:06:00,2026-04-22,2026,4,22,14,17,202617
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003809,itm-fa906c20-2d01-4c89-ba3b-c4b96e7380ad,Beef Taco (PB),1,1,5.0,5,27.2,DineIn,2026-05-24 21:57:00,2026-05-24,2026,5,24,21,21,202621
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003809,itm-3433fa46-2da0-46ce-bcd1-dbe3eb289c05,Chicken Taco (PB),1,2,4.5,5,27.2,DineIn,2026-05-24 21:57:00,2026-05-24,2026,5,24,21,21,202621
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003809,itm-3a06733d-656b-4b31-932d-de5e6d3d8b96,Unsweetened Iced Tea (PB),3,1,0.2,5,27.2,DineIn,2026-05-24 21:57:00,2026-05-24,2026,5,24,21,21,202621
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003809,itm-a2440e0d-7594-4e7d-aaa8-5ea1b3ef70ba,Loaded Nachos (PB),2,1,5.0,5,27.2,DineIn,2026-05-24 21:57:00,2026-05-24,2026,5,24,21,21,202621
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003809,itm-e3623351-09bd-4e03-8b7f-20803e017255,Churros (PB),4,1,8.0,5,27.2,DineIn,2026-05-24 21:57:00,2026-05-24,2026,5,24,21,21,202621
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-003811,itm-ce9fa280-a2b2-4305-a5f4-16c473bc220f,Chicken Quesadilla (PB),1,1,4.99,6,29.09,DineIn,2026-05-17 20:29:00,2026-05-17,2026,5,17,20,20,202620
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-003811,itm-063f60b9-c441-4be4-90e7-605b47579670,Pico’s Birria Taco(PB),1,1,6.0,6,29.09,DineIn,2026-05-17 20:29:00,2026-05-17,2026,5,17,20,20,202620
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-003811,itm-e5ff0495-3c2a-4c6d-97d7-0c1caf7e1978,Veggie Burrito (PB),1,1,4.5,6,29.09,DineIn,2026-05-17 20:29:00,2026-05-17,2026,5,17,20,20,202620
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-003811,itm-e5919685-4155-4ae9-91dd-514819908649,Mango(PB),4,1,3.1,6,29.09,DineIn,2026-05-17 20:29:00,2026-05-17,2026,5,17,20,20,202620
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-003811,itm-7a161dbe-2583-4cca-a300-e81c7241b2c3,Chips and Salsa (PB),2,1,2.5,6,29.09,DineIn,2026-05-17 20:29:00,2026-05-17,2026,5,17,20,20,202620
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-003811,itm-e3623351-09bd-4e03-8b7f-20803e017255,Churros (PB),4,1,8.0,6,29.09,DineIn,2026-05-17 20:29:00,2026-05-17,2026,5,17,20,20,202620
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003818,itm-b1ec98e0-4668-4fb8-9d43-a83184aaaffa,Beef Burrito Bowl(PB),1,1,6.0,3,16.5,DineIn,2026-06-08 10:16:00,2026-06-08,2026,6,8,10,24,202624
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003818,itm-7a161dbe-2583-4cca-a300-e81c7241b2c3,Chips and Salsa (PB),2,1,2.5,3,16.5,DineIn,2026-06-08 10:16:00,2026-06-08,2026,6,8,10,24,202624
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-003818,itm-e3623351-09bd-4e03-8b7f-20803e017255,Churros (PB),4,1,8.0,3,16.5,DineIn,2026-06-08 10:16:00,2026-06-08,2026,6,8,10,24,202624
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150634244,ORD-003819,itm-8d68bf55-9269-4ddd-a3d8-26e089e133b9,Vegetarian Burrito Bowl (PB),1,1,5.0,10,42.39,DineIn,2026-06-19 12:43:00,2026-06-19,2026,6,19,12,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150634244,ORD-003819,itm-1b00162e-bee1-492b-972f-631a50ce68da,Veggie Taco (PB),1,1,4.0,10,42.39,DineIn,2026-06-19 12:43:00,2026-06-19,2026,6,19,12,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150634244,ORD-003819,itm-8b86e5de-889d-4c5a-bf14-8ba058a4101d,Pulled Pork Taco (PB),1,1,7.99,10,42.39,DineIn,2026-06-19 12:43:00,2026-06-19,2026,6,19,12,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150634244,ORD-003819,itm-aedd3455-d266-40b4-a287-4fa938afe0d0,Build Your Own Tacos (PB),1,2,4.0,10,42.39,DineIn,2026-06-19 12:43:00,2026-06-19,2026,6,19,12,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150634244,ORD-003819,itm-3433fa46-2da0-46ce-bcd1-dbe3eb289c05,Chicken Taco (PB),1,1,4.5,10,42.39,DineIn,2026-06-19 12:43:00,2026-06-19,2026,6,19,12,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150634244,ORD-003819,itm-a3299a4e-fd91-4a6b-9015-bf458ce6eeac,Shrimp Taco (PB),1,1,6.0,10,42.39,DineIn,2026-06-19 12:43:00,2026-06-19,2026,6,19,12,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150634244,ORD-003819,itm-5eba8035-14f7-49e6-9150-4846b539d451,Fruit Punch(PB),4,1,3.1,10,42.39,DineIn,2026-06-19 12:43:00,2026-06-19,2026,6,19,12,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150634244,ORD-003819,itm-3a06733d-656b-4b31-932d-de5e6d3d8b96,Unsweetened Iced Tea (PB),3,1,0.2,10,42.39,DineIn,2026-06-19 12:43:00,2026-06-19,2026,6,19,12,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150634244,ORD-003819,itm-31051eb0-09f6-4f27-9308-0d688026b31b,Strawberry(PB),4,1,3.1,10,42.39,DineIn,2026-06-19 12:43:00,2026-06-19,2026,6,19,12,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150634244,ORD-003819,itm-595b18a7-a24b-44e5-9353-8b6b3ed89c70,Chips And Queso (PB),2,1,0.5,10,42.39,DineIn,2026-06-19 12:43:00,2026-06-19,2026,6,19,12,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150844485,ORD-003822,itm-21f0d419-1743-4388-a2b6-b88860ad0d2b,Shrimp Burrito Bowl (PB),1,1,7.0,3,12.98,DineIn,2026-06-25 14:56:00,2026-06-25,2026,6,25,14,26,202626
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150844485,ORD-003822,itm-ce9fa280-a2b2-4305-a5f4-16c473bc220f,Chicken Quesadilla (PB),1,1,4.99,3,12.98,DineIn,2026-06-25 14:56:00,2026-06-25,2026,6,25,14,26,202626
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150844485,ORD-003822,itm-d606bfb8-dc01-40cd-a500-88e1e20911b8,Soft Drink (PB),3,1,0.99,3,12.98,DineIn,2026-06-25 14:56:00,2026-06-25,2026,6,25,14,26,202626
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150844485,ORD-003825,itm-05c73b37-1921-404e-b5e4-c28041762f8a,Pineapple(PB),4,1,3.1,1,3.1,DineIn,2026-06-16 21:19:00,2026-06-16,2026,6,16,21,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150836727,ORD-003826,itm-1b00162e-bee1-492b-972f-631a50ce68da,Veggie Taco (PB),1,1,4.0,4,13.5,DineIn,2026-06-20 14:00:00,2026-06-20,2026,6,20,14,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150836727,ORD-003826,itm-595b18a7-a24b-44e5-9353-8b6b3ed89c70,Chips And Queso (PB),2,1,0.5,4,13.5,DineIn,2026-06-20 14:00:00,2026-06-20,2026,6,20,14,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150836727,ORD-003826,itm-5ff1a09a-73bc-4510-ad65-a5f5498523f6,Chicken Burrito (PB),1,1,5.0,4,13.5,DineIn,2026-06-20 14:00:00,2026-06-20,2026,6,20,14,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150836727,ORD-003826,itm-e662409e-8bef-4774-b4a7-76369395ef00,Elotes (PB),2,1,4.0,4,13.5,DineIn,2026-06-20 14:00:00,2026-06-20,2026,6,20,14,25,202625
